date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:45:03	17523/17523	---M--	200	added ('OK')	image/gif	etag:%224473-5a5fc43d-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/A-LOGO-.gif	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/A-LOGO-.gif	(from https://abdulmateen.net/)
11:45:04	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:45:16%20GMT	https://abdulmateen.net/images/stripes/stripes_3_b.png	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/images/stripes/stripes_3_b.png	(from https://abdulmateen.net/)
11:45:04	103320/103320	---M--	200	added ('OK')	image/jpeg	etag:%2219398-5a5fc1fb-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/abdulmateen-logo-1.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/abdulmateen-logo-1.jpg	(from https://abdulmateen.net/)
11:45:04	90/90	---M--	200	added ('OK')	application/json	date:Thu,%2026%20Apr%202018%2006:45:17%20GMT	https://abdulmateen.net/wp-content/plugins/onesignal-free-web-push-notifications/sdk_files/manifest.json.php?gcm_sender_id=	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/plugins/onesignal-free-web-push-notifications/sdk_files/manifest.json73dd.json	(from https://abdulmateen.net/)
11:45:05	318753/318753	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ae11ed3-4dd21%22	https://cdn.onesignal.com/sdks/OneSignalSDK.js	C:/Users/lenovo/Desktop/portfolio/cdn.onesignal.com/sdks/OneSignalSDK.js	(from https://abdulmateen.net/)
11:45:07	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:45:19%20GMT	https://abdulmateen.net/OneSignalSDKUpdaterWorker.js.php	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/OneSignalSDKUpdaterWorker.js.php	(from https://abdulmateen.net/)
11:45:08	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:45:20%20GMT	https://abdulmateen.net/OneSignalSDKWorker.js.php	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/OneSignalSDKWorker.js.php	(from https://abdulmateen.net/)
11:45:08	925/925	---M--	200	added ('OK')	image/png	etag:%2239d-5a692f6d-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/cropped-am-mini-web-1-32x32.png	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/cropped-am-mini-web-1-32x32.png	(from https://abdulmateen.net/)
11:45:09	2313/2313	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:21%20GMT	https://abdulmateen.net/wp-content/plugins/onesignal-free-web-push-notifications/sdk_files/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/plugins/onesignal-free-web-push-notifications/sdk_files/index.html	(from https://abdulmateen.net/)
11:45:09	8147/8147	---M--	200	added ('OK')	image/png	etag:%221fd3-5a692f6d-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/cropped-am-mini-web-1-192x192.png	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/cropped-am-mini-web-1-192x192.png	(from https://abdulmateen.net/)
11:45:09	9823/9823	---M--	200	added ('OK')	image/png	etag:%22265f-5a692f6d-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/cropped-am-mini-web-1-180x180.png	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/cropped-am-mini-web-1-180x180.png	(from https://abdulmateen.net/)
11:45:11	10360/10360	---M--	200	added ('OK')	image/png	etag:%222878-5a510752-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/logo.png	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/logo.png	(from https://abdulmateen.net/)
11:45:12	7727/7727	---M--	200	added ('OK')	image/png	etag:%221e2f-5a57b530-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/badminton.png	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/badminton.png	(from https://abdulmateen.net/)
11:45:13	4801/4801	---M--	200	added ('OK')	image/png	etag:%2212c1-5a57b566-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/photography.png	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/photography.png	(from https://abdulmateen.net/)
11:45:13	2045/2045	---M--	200	added ('OK')	image/png	etag:%227fd-5a5f9475-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/exp1.png	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/exp1.png	(from https://abdulmateen.net/)
11:45:14	6724/6724	---M--	200	added ('OK')	image/png	etag:%221a44-5a57b589-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/travel.png	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/travel.png	(from https://abdulmateen.net/)
11:45:15	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:45:26%20GMT	https://abdulmateen.net/peerlogics.com	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/peerlogics.com	(from https://abdulmateen.net/)
11:45:16	74503/74503	---MC-	200	added ('OK')	text/javascript	date:Thu,%2026%20Apr%202018%2006:45:22%20GMT	http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/Users/lenovo/Desktop/portfolio/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://abdulmateen.net/)
11:45:16	2194/2194	---M--	200	added ('OK')	image/png	etag:%22892-5a5f9478-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/exp2.png	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/exp2.png	(from https://abdulmateen.net/)
11:45:16	2167/2167	---M--	200	added ('OK')	image/png	etag:%22877-5a5f9479-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/exp3.png	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/exp3.png	(from https://abdulmateen.net/)
11:45:16	45132/45132	---M--	200	added ('OK')	image/jpeg	etag:%22b04c-5a693b4d-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/abdulmateen-banner-net-1.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/abdulmateen-banner-net-1.jpg	(from https://abdulmateen.net/)
11:45:17	72017/72017	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Apr%202018%2006:45:29%20GMT	https://abdulmateen.net/theepresence.com	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/theepresence.com	(from https://abdulmateen.net/)
11:45:17	2200/2200	---M--	200	added ('OK')	image/png	etag:%22898-5a5f947a-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/exp4.png	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/exp4.png	(from https://abdulmateen.net/)
11:45:18	97356/97356	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:30%20GMT	https://abdulmateen.net/portfolio-types/graphic-design/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-types/graphic-design/index.html	(from https://abdulmateen.net/)
11:45:19	153726/153726	---M--	200	added ('OK')	image/jpeg	etag:%222587e-5a55786b-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/italian-restaurant-f-image.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/italian-restaurant-f-image.jpg	(from https://abdulmateen.net/)
11:45:19	113710/113710	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:31%20GMT	https://abdulmateen.net/portfolio-types/logo-design/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-types/logo-design/index.html	(from https://abdulmateen.net/)
11:45:19	95755/95755	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:32%20GMT	https://abdulmateen.net/portfolio-types/web-design/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-types/web-design/index.html	(from https://abdulmateen.net/)
11:45:20	99999/99999	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:32%20GMT	https://abdulmateen.net/portfolio-types/web-development/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-types/web-development/index.html	(from https://abdulmateen.net/)
11:45:21	89690/89690	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:33%20GMT	https://abdulmateen.net/portfolio-item/italian-restaurant/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/italian-restaurant/index.html	(from https://abdulmateen.net/)
11:45:23	89766/89766	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:33%20GMT	https://abdulmateen.net/portfolio-item/clinical-psychologist/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/clinical-psychologist/index.html	(from https://abdulmateen.net/)
11:45:23	355450/355450	---M--	200	added ('OK')	image/jpeg	etag:%2256c7a-5a931fb3-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/02/ambreenrashidkhan.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/02/ambreenrashidkhan.jpg	(from https://abdulmateen.net/)
11:45:23	132205/132205	---M--	200	added ('OK')	image/jpeg	etag:%222046d-5a557147-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/ALL-IN-ONE-SHOP.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/ALL-IN-ONE-SHOP.jpg	(from https://abdulmateen.net/)
11:45:24	91347/91347	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:34%20GMT	https://abdulmateen.net/portfolio-item/all-in-one-shop/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/all-in-one-shop/index.html	(from https://abdulmateen.net/)
11:45:25	92738/92738	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:37%20GMT	https://abdulmateen.net/portfolio-item/companies-incorporated-website/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/companies-incorporated-website/index.html	(from https://abdulmateen.net/)
11:45:25	106338/106338	---M--	200	added ('OK')	image/jpeg	etag:%2219f62-5aa00c97-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/03/companies-incorporated-website.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/03/companies-incorporated-website.jpg	(from https://abdulmateen.net/)
11:45:25	90992/90992	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:37%20GMT	https://abdulmateen.net/portfolio-item/travel-brochure/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/travel-brochure/index.html	(from https://abdulmateen.net/)
11:45:26	97876/97876	---M--	200	added ('OK')	image/jpeg	etag:%2217e54-5a5912ca-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/travel-brochure.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/travel-brochure.jpg	(from https://abdulmateen.net/)
11:45:26	121390/121390	---M--	200	added ('OK')	image/jpeg	etag:%221da2e-5a591040-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/abdulmateen-logo-dp.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/abdulmateen-logo-dp.jpg	(from https://abdulmateen.net/)
11:45:26	91897/91897	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:39%20GMT	https://abdulmateen.net/portfolio-item/personal-identity/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/personal-identity/index.html	(from https://abdulmateen.net/)
11:45:27	91374/91374	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:39%20GMT	https://abdulmateen.net/portfolio-item/infininty-mining-pakistan/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/infininty-mining-pakistan/index.html	(from https://abdulmateen.net/)
11:45:28	19402/19402	---M--	200	added ('OK')	image/jpeg	etag:%224bca-5a590008-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/banana-vs-carrot.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/banana-vs-carrot.jpg	(from https://abdulmateen.net/)
11:45:29	41654/41654	---M-Z	200	added ('OK')	text/html	etag:%22a2b6-59a4cc16-0;gz%22	https://abdulmateen.net/bitcoin/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/bitcoin/index.html	(from https://abdulmateen.net/)
11:45:29	351513/351513	---M--	200	added ('OK')	image/jpeg	etag:%2255d19-5a932546-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/02/Infininty-Mining-Pakistan.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/02/Infininty-Mining-Pakistan.jpg	(from https://abdulmateen.net/)
11:45:30	91011/91011	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:41%20GMT	https://abdulmateen.net/portfolio-item/manipulation-banana-vs-carrot/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/manipulation-banana-vs-carrot/index.html	(from https://abdulmateen.net/)
11:45:30	162429/162429	---M--	200	added ('OK')	image/jpeg	etag:%2227a7d-5a55797c-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/photography-web-2.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/photography-web-2.jpg	(from https://abdulmateen.net/)
11:45:31	90954/90954	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:42%20GMT	https://abdulmateen.net/portfolio-item/phtotgraphy/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/phtotgraphy/index.html	(from https://abdulmateen.net/)
11:45:31	67008/67008	---M--	200	added ('OK')	image/jpeg	etag:%22105c0-5a79eacb-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/02/theEPresence-Flayer.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/02/theEPresence-Flayer.jpg	(from https://abdulmateen.net/)
11:45:32	89523/89523	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:44%20GMT	https://abdulmateen.net/portfolio-item/theepresence-flayer/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/theepresence-flayer/index.html	(from https://abdulmateen.net/)
11:45:32	86293/86293	---M--	200	added ('OK')	image/jpeg	etag:%2215115-5a557273-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/KK.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/KK.jpg	(from https://abdulmateen.net/)
11:45:32	89448/89448	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:44%20GMT	https://abdulmateen.net/portfolio-item/kutab-khanah/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/kutab-khanah/index.html	(from https://abdulmateen.net/)
11:45:33	62128/62128	---M--	200	added ('OK')	image/jpeg	etag:%22f2b0-5a5f9973-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/Black-Bull-RC-logo.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/Black-Bull-RC-logo.jpg	(from https://abdulmateen.net/)
11:45:33	89672/89672	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:46%20GMT	https://abdulmateen.net/portfolio-item/black-bull-rc/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/black-bull-rc/index.html	(from https://abdulmateen.net/)
11:45:34	76383/76383	---M--	200	added ('OK')	image/jpeg	etag:%2212a5f-5a55815d-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/web-blossom-artist-featured-image.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/web-blossom-artist-featured-image.jpg	(from https://abdulmateen.net/)
11:45:35	89927/89927	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:46%20GMT	https://abdulmateen.net/portfolio-item/blossom-artist/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/blossom-artist/index.html	(from https://abdulmateen.net/)
11:45:36	137693/137693	---M--	200	added ('OK')	image/jpeg	etag:%22219dd-5a5f9c35-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/Columbia-Hospice-Care.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/Columbia-Hospice-Care.jpg	(from https://abdulmateen.net/)
11:45:37	90635/90635	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:49%20GMT	https://abdulmateen.net/portfolio-item/columbia-hospice-care/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/columbia-hospice-care/index.html	(from https://abdulmateen.net/)
11:45:37	23222/23222	---M--	200	added ('OK')	image/jpeg	etag:%225ab6-5a61cd92-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/logo-folio-2016-2017.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/logo-folio-2016-2017.jpg	(from https://abdulmateen.net/)
11:45:38	89652/89652	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Apr%202018%2006:45:49%20GMT	https://abdulmateen.net/portfolio-item/logo-folio-2016-2017-abdul-mateen/	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/portfolio-item/logo-folio-2016-2017-abdul-mateen/index.html	(from https://abdulmateen.net/)
11:45:39	66435/66435	---M--	200	added ('OK')	image/jpeg	etag:%2210383-5a58fb9f-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/ep.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/ep.jpg	(from https://abdulmateen.net/)
11:45:39	156316/156316	---M--	200	added ('OK')	image/jpeg	etag:%222629c-5a58fd09-0;;;%22	https://abdulmateen.net/wp-content/uploads/2018/01/web-qazi-image.jpg	C:/Users/lenovo/Desktop/portfolio/abdulmateen.net/wp-content/uploads/2018/01/web-qazi-image.jpg	(from https://abdulmateen.net/)
